arch,modality,jammer_knowledge,jammer_model,in_channel,jsr_db,realization,ber,jammed_fraction,ber_clean,hop_rate_hz,dwell_bursts,slot_duration_us,num_channels
conv1d,fh_off,omniscient,follower,partial_band,-10.0,3,0.0018,1.0,0.0001,100000.0,1,10.0,8
conv1d,fh_off,omniscient,follower,partial_band,-6.0,3,0.02445,1.0,0.0001,100000.0,1,10.0,8
conv1d,fh_off,omniscient,follower,partial_band,-2.0,3,0.20995,1.0,0.0001,100000.0,1,10.0,8
conv1d,fh_off,omniscient,follower,partial_band,2.0,3,0.47105,1.0,0.0001,100000.0,1,10.0,8
conv1d,fh_off,omniscient,follower,partial_band,6.0,3,0.4985,1.0,0.0001,100000.0,1,10.0,8
conv1d,fh_off,omniscient,follower,partial_band,10.0,3,0.4985,1.0,0.0001,100000.0,1,10.0,8
conv1d,fh_off,omniscient,follower,cw,-10.0,4,0.0061,1.0,0.0001,100000.0,1,10.0,8
conv1d,fh_off,omniscient,follower,cw,-6.0,4,0.09005,1.0,0.0001,100000.0,1,10.0,8
conv1d,fh_off,omniscient,follower,cw,-2.0,4,0.4122,1.0,0.0001,100000.0,1,10.0,8
conv1d,fh_off,omniscient,follower,cw,2.0,4,0.5009,1.0,0.0001,100000.0,1,10.0,8
conv1d,fh_off,omniscient,follower,cw,6.0,4,0.50105,1.0,0.0001,100000.0,1,10.0,8
conv1d,fh_off,omniscient,follower,cw,10.0,4,0.50105,1.0,0.0001,100000.0,1,10.0,8
conv1d,fh_off,omniscient,follower,partial_band,-10.0,4,0.0003,1.0,0.0001,100000.0,1,10.0,8
conv1d,fh_off,omniscient,follower,partial_band,-6.0,4,0.00215,1.0,0.0001,100000.0,1,10.0,8
conv1d,fh_off,omniscient,follower,partial_band,-2.0,4,0.02935,1.0,0.0001,100000.0,1,10.0,8
