arch,modality,jammer_knowledge,jammer_model,in_channel,jsr_db,ber,ber_std,ber_sem,ber_ci_lo,ber_ci_hi,ber_min,ber_max,ber_q05,ber_q50,ber_q95,jammed_fraction,ber_clean,hop_rate_hz,dwell_bursts,slot_duration_us,num_channels,n_realizations
mc_dlsk,fh_on,model,follower,cw,2.0,0.00059,0.00013416407864998739,6e-05,0.0004724021609275968,0.0007075978390724033,0.00045,0.0008,0.00046,0.0006,0.00076,0.0,0.00059,100000.0,1,10.0,8,5
mc_dlsk,fh_on,model,follower,cw,6.0,0.00059,0.00013416407864998739,6e-05,0.0004724021609275968,0.0007075978390724033,0.00045,0.0008,0.00046,0.0006,0.00076,0.0,0.00059,100000.0,1,10.0,8,5
mc_dlsk,fh_on,model,follower,cw,10.0,0.00059,0.00013416407864998739,6e-05,0.0004724021609275968,0.0007075978390724033,0.00045,0.0008,0.00046,0.0006,0.00076,0.0,0.00059,100000.0,1,10.0,8,5
mc_dlsk,fh_off,omniscient,follower,partial_band,-10.0,0.0031799999999999997,0.0027705143926715125,0.0012390117029310093,0.0007515816858315815,0.005608418314168417,0.00055,0.0074,0.00064,0.00275,0.0067599999999999995,1.0,0.0006200000000000001,100000.0,1,10.0,8,5
mc_dlsk,fh_off,omniscient,follower,partial_band,-6.0,0.02618,0.026141121819845455,0.011690665079455488,0.003266717488947156,0.04909328251105284,0.00375,0.0692,0.00458,0.0204,0.06128999999999999,1.0,0.0006200000000000001,100000.0,1,10.0,8,5
mc_dlsk,fh_off,omniscient,follower,partial_band,-2.0,0.14657,0.11016490820583477,0.04926724469665419,0.05000797477703585,0.24313202522296418,0.0395,0.3038,0.040100000000000004,0.16735,0.27898,1.0,0.0006200000000000001,100000.0,1,10.0,8,5
mc_dlsk,fh_off,omniscient,follower,partial_band,2.0,0.37211999999999995,0.11173693212183697,0.04997027516434145,0.2741800603803344,0.4700599396196655,0.23665,0.48165,0.24276999999999999,0.43315,0.4737,1.0,0.0006200000000000001,100000.0,1,10.0,8,5
mc_dlsk,fh_off,omniscient,follower,partial_band,6.0,0.48633000000000004,0.02277667666715231,0.010186039465857184,0.4663657295018164,0.5062942704981838,0.44715,0.50375,0.45500999999999997,0.49605,0.50265,1.0,0.0006200000000000001,100000.0,1,10.0,8,5
mc_dlsk,fh_off,omniscient,follower,partial_band,10.0,0.49964000000000003,0.0038922037459516354,0.0017406464316454357,0.49622839568415683,0.5030516043158433,0.4948,0.5039,0.49537000000000003,0.4985,0.50379,1.0,0.0006200000000000001,100000.0,1,10.0,8,5
mc_dlsk,fh_off_blind,band_agnostic,follower,partial_band,-10.0,0.0006200000000000001,0.0002564176280991617,0.00011467344941179714,0.00039524416916990194,0.0008447558308300983,0.00025,0.0009,0.00030000000000000003,0.00065,0.0008799999999999999,0.0,0.0006200000000000001,100000.0,1,10.0,8,5
mc_dlsk,fh_off_blind,band_agnostic,follower,partial_band,-6.0,0.0006200000000000001,0.0002564176280991617,0.00011467344941179714,0.00039524416916990194,0.0008447558308300983,0.00025,0.0009,0.00030000000000000003,0.00065,0.0008799999999999999,0.0,0.0006200000000000001,100000.0,1,10.0,8,5
